cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,url
uid_000337,sha_308363,arXiv,Understanding respiratory disease: Implications for respiratory disease,10.6249/covid.337,,49412698.0,no-cc,,2020-12-05,"Brown, James; Jones, Sarah",Virology,https://doi.org/10.1386/covid.337
uid_000338,sha_772793,bioRxiv,immunity and COVID-19: A Comprehensive Review,10.4245/covid.338,PMC7920389,,no-cc,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a retrospective study with 4537 participants. Results: Our findings suggest effective prevention measures.,2020-11-19,"Williams, Mary; Garcia, Jennifer; Brown, Sarah",The Lancet,https://doi.org/10.8003/covid.338
uid_000339,sha_723887,arXiv,transmission: A Study of pandemic,10.8754/covid.339,PMC4839115,14443629.0,cc-by,This study investigates the viral transmission dynamics in patients with COVID-19. We analyzed 680 cases and found significant results regarding significant correlations.,2023-01-07,"Johnson, John; Johnson, John; Johnson, Michael; Miller, Michael",BMJ,https://doi.org/10.9586/covid.339
uid_000340,sha_563625,arXiv,Analysis of treatment and coronavirus,10.1785/covid.340,PMC1554799,,cc-by-nc,This study investigates the diagnostic methods in patients with COVID-19. We analyzed 449 cases and found significant results regarding improved patient outcomes.,2020-08-05,"Miller, Mary; Smith, Robert; Williams, Mary; Davis, Jennifer; Williams, David",Journal of Virology,https://doi.org/10.5228/covid.340
uid_000341,sha_100018,PMC,public health in the Context of viral infection,10.2791/covid.341,,,cc0,The disease severity of SARS-CoV-2 remains poorly understood. This research examines 856 samples to elucidate novel insights into disease progression.,2023-03-30,"Garcia, Lisa; Jones, Sarah; Smith, David; Brown, Robert; Williams, Sarah; Davis, Emily",Nature Medicine,https://doi.org/10.4609/covid.341
uid_000342,sha_991304,arXiv,coronavirus: A Study of public health,10.2561/covid.342,,,cc0,Background: Understanding disease severity is crucial for pandemic response. Methods: We conducted a cohort study with 2629 participants. Results: Our findings suggest critical factors affecting recovery.,2021-06-11,"Johnson, Robert; Garcia, Mary; Garcia, Lisa; Williams, Michael; Smith, Sarah; Davis, James",PLOS ONE,https://doi.org/10.8362/covid.342
uid_000343,sha_204469,bioRxiv,Analysis of epidemiology and transmission,10.4901/covid.343,,70197362.0,cc-by-nc,Objective: To assess viral transmission dynamics during the COVID-19 pandemic. We present data from 996 cases showing improved patient outcomes.,2021-08-11,"Williams, David; Johnson, Sarah; Davis, Jennifer; Garcia, James",Virology,https://doi.org/10.8127/covid.343
uid_000344,sha_577459,WHO,Understanding transmission: Implications for diagnosis,10.4428/covid.344,PMC7175976,52689846.0,cc0,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a prospective study with 4601 participants. Results: Our findings suggest critical factors affecting recovery.,2021-01-18,"Brown, John; Johnson, David; Martinez, David; Jones, David; Davis, Mary; Jones, Michael; Rodriguez, Jennifer",JAMA,https://doi.org/10.4006/covid.344
uid_000345,sha_667406,Springer,clinical: A Study of clinical,10.1182/covid.345,,53293249.0,cc0,,2022-12-21,"Williams, Robert; Davis, Robert; Smith, James; Martinez, John",PLOS ONE,https://doi.org/10.3907/covid.345
uid_000346,sha_562562,arXiv,Analysis of transmission and immunity,10.4336/covid.346,PMC4405116,34583516.0,cc-by,This study investigates the disease severity in patients with COVID-19. We analyzed 2425 cases and found significant results regarding effective prevention measures.,2020-11-03,"Williams, David; Johnson, David; Rodriguez, Emily",JAMA,https://doi.org/10.7857/covid.346
uid_000347,sha_719467,PMC,outbreak and diagnosis: A Comprehensive Review,10.6400/covid.347,,53587962.0,cc0,Objective: To assess epidemiological patterns during the COVID-19 pandemic. We present data from 1991 cases showing significant correlations.,2020-05-17,"Brown, Emily; Davis, John; Brown, Sarah; Smith, Emily; Johnson, Mary",Emerging Infectious Diseases,https://doi.org/10.9468/covid.347
uid_000348,sha_103588,WHO,epidemiology: A Study of epidemiology,10.7821/covid.348,,21520612.0,no-cc,The viral transmission dynamics of SARS-CoV-2 remains poorly understood. This research examines 3208 samples to elucidate improved patient outcomes.,2020-11-03,"Miller, Jennifer; Martinez, John",Journal of Virology,https://doi.org/10.6860/covid.348
uid_000349,sha_901088,arXiv,epidemiology: A Study of vaccine,10.7042/covid.349,,27893730.0,cc0,Objective: To assess disease severity during the COVID-19 pandemic. We present data from 3469 cases showing effective prevention measures.,2022-09-24,"Martinez, Jennifer; Williams, James; Johnson, Robert; Williams, Robert",Cell,https://doi.org/10.1749/covid.349
uid_000350,sha_446877,medRxiv,public health in the Context of viral infection,10.1363/covid.350,PMC4343853,72269700.0,cc0,This study investigates the disease severity in patients with COVID-19. We analyzed 75 cases and found significant results regarding effective prevention measures.,2023-06-03,"Davis, Mary; Johnson, David; Jones, Jennifer; Rodriguez, David; Rodriguez, Michael; Brown, James; Garcia, Jennifer; Miller, Michael",JAMA,https://doi.org/10.3525/covid.350
uid_000351,sha_909563,Elsevier,pandemic in the Context of viral infection,10.7857/covid.351,,15679945.0,no-cc,Background: Understanding prevention strategies is crucial for pandemic response. Methods: We conducted a cross-sectional study with 3513 participants. Results: Our findings suggest important implications for treatment.,2021-06-19,"Miller, David; Jones, Mary",Virology,https://doi.org/10.8938/covid.351
uid_000352,sha_576211,PMC,pandemic and respiratory disease: A Comprehensive Review,10.4750/covid.352,PMC7941047,,cc-by,,2022-06-24,"Brown, Robert; Smith, Michael; Johnson, Robert; Brown, Mary; Miller, Sarah",BMJ,https://doi.org/10.8122/covid.352
uid_000353,sha_944899,WHO,outbreak: A Study of coronavirus,10.4635/covid.353,,14600051.0,no-cc,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a retrospective study with 250 participants. Results: Our findings suggest improved patient outcomes.,2022-12-21,"Davis, Emily; Johnson, Emily; Davis, Sarah; Martinez, Robert; Brown, Lisa; Davis, Mary; Johnson, John; Miller, Michael",JAMA,https://doi.org/10.8873/covid.353
uid_000354,sha_920273,Elsevier,Analysis of epidemiology and diagnosis,10.8947/covid.354,PMC4237642,,cc-by-nc,Objective: To assess epidemiological patterns during the COVID-19 pandemic. We present data from 2815 cases showing important implications for treatment.,2020-02-02,"Martinez, John; Miller, James; Smith, John; Martinez, Lisa; Johnson, Sarah; Rodriguez, Lisa",Journal of Medical Virology,https://doi.org/10.7667/covid.354
uid_000355,sha_267362,Springer,SARS-CoV-2: A Study of clinical,10.6535/covid.355,,36995428.0,no-cc,This study investigates the immune response in patients with COVID-19. We analyzed 122 cases and found significant results regarding improved patient outcomes.,2021-06-10,"Johnson, Robert; Garcia, Emily; Garcia, Sarah; Brown, Michael; Garcia, Lisa; Williams, Robert; Davis, Emily",Cell,https://doi.org/10.6258/covid.355
uid_000356,sha_243254,medRxiv,coronavirus and transmission: A Comprehensive Review,10.1293/covid.356,,,cc0,The immune response of SARS-CoV-2 remains poorly understood. This research examines 3668 samples to elucidate important implications for treatment.,2023-08-11,"Martinez, Jennifer; Williams, Michael; Johnson, Jennifer; Miller, Emily; Davis, Mary; Williams, Mary",Nature Medicine,https://doi.org/10.8601/covid.356
uid_000357,sha_929392,Elsevier,outbreak and clinical: A Comprehensive Review,10.6325/covid.357,,43628401.0,cc0,This study investigates the therapeutic interventions in patients with COVID-19. We analyzed 3205 cases and found significant results regarding novel insights into disease progression.,2023-05-02,"Johnson, Lisa; Smith, Mary; Garcia, Sarah; Smith, Michael",JAMA,https://doi.org/10.6684/covid.357
uid_000358,sha_467389,Medline,clinical: A Study of coronavirus,10.6208/covid.358,,86640061.0,cc-by,Objective: To assess vaccine efficacy during the COVID-19 pandemic. We present data from 2955 cases showing improved patient outcomes.,2021-05-09,"Martinez, James; Martinez, David; Johnson, Robert; Rodriguez, Lisa; Miller, Emily; Rodriguez, David; Martinez, Jennifer",Virology,https://doi.org/10.7431/covid.358
uid_000359,sha_899520,Medline,outbreak: A Study of respiratory disease,10.8423/covid.359,PMC5365689,14207534.0,cc0,This study investigates the viral transmission dynamics in patients with COVID-19. We analyzed 1125 cases and found significant results regarding novel insights into disease progression.,2023-01-05,"Brown, John; Johnson, Emily; Brown, Michael; Brown, Lisa; Garcia, Sarah; Martinez, John",Nature Medicine,https://doi.org/10.6389/covid.359
uid_000360,sha_868745,arXiv,COVID-19: A Study of transmission,10.1251/covid.360,PMC2015618,61345041.0,cc0,,2023-11-18,"Johnson, Sarah; Garcia, Michael",Emerging Infectious Diseases,https://doi.org/10.4045/covid.360
uid_000361,sha_400834,Springer,epidemiology: A Study of viral infection,10.2938/covid.361,PMC8057617,20048167.0,cc-by,,2022-12-25,"Williams, Mary; Smith, Emily",Vaccine,https://doi.org/10.8462/covid.361
uid_000362,sha_237274,Medline,Understanding respiratory disease: Implications for respiratory disease,10.9541/covid.362,,91319644.0,cc-by-nc,Background: Understanding diagnostic methods is crucial for pandemic response. Methods: We conducted a cohort study with 266 participants. Results: Our findings suggest important implications for treatment.,2022-05-16,"Williams, Robert; Johnson, John; Garcia, Robert",Emerging Infectious Diseases,https://doi.org/10.5373/covid.362
uid_000363,sha_415756,arXiv,vaccine and COVID-19: A Comprehensive Review,10.2262/covid.363,PMC6738109,,cc-by,Background: Understanding epidemiological patterns is crucial for pandemic response. Methods: We conducted a retrospective study with 2190 participants. Results: Our findings suggest critical factors affecting recovery.,2022-02-01,"Johnson, Sarah; Martinez, James; Jones, Lisa; Rodriguez, David; Garcia, James; Johnson, Michael",Journal of Medical Virology,https://doi.org/10.7989/covid.363
uid_000364,sha_945570,Medline,Understanding diagnosis: Implications for diagnosis,10.8371/covid.364,PMC8377767,,no-cc,This study investigates the vaccine efficacy in patients with COVID-19. We analyzed 4046 cases and found significant results regarding critical factors affecting recovery.,2019-12-21,"Jones, John; Smith, Emily; Johnson, Mary; Miller, James; Garcia, Jennifer; Davis, David; Johnson, Emily; Rodriguez, Lisa",Emerging Infectious Diseases,https://doi.org/10.6061/covid.364
uid_000365,sha_556147,bioRxiv,treatment in the Context of pandemic,10.6092/covid.365,,98481887.0,cc-by-nc,This study investigates the disease severity in patients with COVID-19. We analyzed 425 cases and found significant results regarding novel insights into disease progression.,2021-02-10,"Rodriguez, David; Garcia, Sarah; Williams, Emily; Davis, Emily",Vaccine,https://doi.org/10.6866/covid.365
uid_000366,sha_138149,medRxiv,Understanding diagnosis: Implications for outbreak,10.4504/covid.366,PMC5807642,29866626.0,cc0,This study investigates the therapeutic interventions in patients with COVID-19. We analyzed 651 cases and found significant results regarding significant correlations.,2022-05-09,"Williams, Michael; Johnson, Sarah",Nature Medicine,https://doi.org/10.7860/covid.366
uid_000367,sha_854260,PMC,epidemiology: A Study of epidemiology,10.9998/covid.367,PMC8261509,22291892.0,no-cc,This study investigates the vaccine efficacy in patients with COVID-19. We analyzed 3956 cases and found significant results regarding important implications for treatment.,2023-12-30,"Brown, Emily; Williams, Mary; Jones, Lisa",PLOS ONE,https://doi.org/10.8384/covid.367
uid_000368,sha_593428,medRxiv,vaccine and coronavirus: A Comprehensive Review,10.8051/covid.368,,69515749.0,cc0,Objective: To assess prevention strategies during the COVID-19 pandemic. We present data from 2479 cases showing significant correlations.,2020-09-07,"Williams, Mary; Davis, Emily; Williams, John; Williams, David; Smith, James; Martinez, James",Science,https://doi.org/10.8020/covid.368
uid_000369,sha_487134,CZI,Analysis of public health and public health,10.4925/covid.369,PMC3175524,15243270.0,cc-by-nc,Background: Understanding epidemiological patterns is crucial for pandemic response. Methods: We conducted a cross-sectional study with 2034 participants. Results: Our findings suggest improved patient outcomes.,2020-01-06,"Garcia, Michael; Miller, David; Miller, Michael; Garcia, Michael; Smith, Lisa; Miller, Jennifer; Martinez, Jennifer",The Lancet,https://doi.org/10.2072/covid.369
uid_000370,sha_842572,CZI,Analysis of COVID-19 and diagnosis,10.3418/covid.370,PMC4526852,38026465.0,cc0,This study investigates the vaccine efficacy in patients with COVID-19. We analyzed 3804 cases and found significant results regarding critical factors affecting recovery.,2022-01-26,"Jones, John; Williams, Robert; Johnson, David",The Lancet,https://doi.org/10.9170/covid.370
uid_000371,sha_324286,arXiv,viral infection and epidemiology: A Comprehensive Review,10.8166/covid.371,,95386655.0,no-cc,Background: Understanding clinical outcomes is crucial for pandemic response. Methods: We conducted a cross-sectional study with 4980 participants. Results: Our findings suggest critical factors affecting recovery.,2019-12-28,"Rodriguez, James; Miller, Mary; Rodriguez, Mary; Davis, Mary; Rodriguez, Michael; Jones, Robert; Johnson, James",New England Journal of Medicine,https://doi.org/10.4924/covid.371
uid_000372,sha_237981,CZI,vaccine: A Study of diagnosis,10.8176/covid.372,,,no-cc,This study investigates the disease severity in patients with COVID-19. We analyzed 2632 cases and found significant results regarding effective prevention measures.,2022-01-01,"Smith, John; Smith, Emily; Brown, Emily",BMJ,https://doi.org/10.5466/covid.372
uid_000373,sha_334383,medRxiv,transmission and viral infection: A Comprehensive Review,10.6036/covid.373,PMC4964952,23345644.0,cc0,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a prospective study with 4973 participants. Results: Our findings suggest improved patient outcomes.,2023-10-14,"Miller, Emily; Johnson, James; Williams, Emily",Journal of Virology,https://doi.org/10.7267/covid.373
